label,review_text,clean_text,sentiment
2,"Very nice and handy to store: I got these as a gift and really do like them. I just stick them to the fridge (magnets) and always know where they are. They are easy to use altho I do find they release less salt or pepper than you first think....so you have to squeeze more times than you normally would. It takes some getting used to.This is very handy to have, easy to use and its nice to have a small set to pass around at the table. I am also glad you can graind the salt...some sets are for grinding pepper but not the salt.",very nice and handy to store i got these as a gift and really do like them i just stick them to the fridge magnets and always know where they are they are easy to use altho i do find they release less salt or pepper than you first think so you have to squeeze more times than you normally would it takes some getting used to this is very handy to have easy to use and its nice to have a small set to pass around at the table i am also glad you can graind the salt some sets are for grinding pepper but not the salt,2
1,"A piece of [JUNK]: While this is, by far, the most comfortable chair I have owned, it BROKE the 3rd time I used it. You get what you pay for.",a piece of junk while this is by far the most comfortable chair i have owned it broke the 3rd time i used it you get what you pay for,1
2,I can't stop playing it!!!!!!!!!!!: One of the best album's I have ever heard! It tugs at every emotion,i can t stop playing it one of the best album s i have ever heard it tugs at every emotion,2
1,Forbidden Planet: Region details not available. Does not play on Australian DVD player. Waste of money in the end. :(,forbidden planet region details not available does not play on australian dvd player waste of money in the end,1
2,"worth reading: Learned to read the New Testament by reading Dr. Dobson's Koine text. As one recovering from a brain injury, a person can gain much by reading Dr. Dobson's books...(Hebrew and Greek) Still working through the Hebrew text but it is written in the same straight-forward manner as his Greek text (further adventures in neuroplasticity)",worth reading learned to read the new testament by reading dr dobson s koine text as one recovering from a brain injury a person can gain much by reading dr dobson s books hebrew and greek still working through the hebrew text but it is written in the same straight forward manner as his greek text further adventures in neuroplasticity,2
1,"we all love Carly, but let's be honest here: Carly Simon is a great artist, and deserves respect for past achievements, but let's be honest: This CD is TERRIBLE. In the words of my child, ""Who is this guy with the awful voice, and why is he singing all these boring kids songs."" There is none of the sexy, raspy Carly herein. Instead, the CD sounds like a homemade soundtrack of the oldest lady in the church choir hosting a sing-a-long at Happy Acres. Save your money and stick with the music that is already in your Carly collection.",we all love carly but let s be honest here carly simon is a great artist and deserves respect for past achievements but let s be honest this cd is terrible in the words of my child who is this guy with the awful voice and why is he singing all these boring kids songs there is none of the sexy raspy carly herein instead the cd sounds like a homemade soundtrack of the oldest lady in the church choir hosting a sing a long at happy acres save your money and stick with the music that is already in your carly collection,1
1,"broken: Got this toy a few months early as a christmas present, but by the time the present was given and taken out of the package, found out it didnt actually work, and by then it was too late to return it. Would have been cute if it had actually worked.",broken got this toy a few months early as a christmas present but by the time the present was given and taken out of the package found out it didnt actually work and by then it was too late to return it would have been cute if it had actually worked,1
2,"Happy yet Dissapointed: I was amost completely happy with this soundtrack. What upsets me is that there was on particular track from the game that I loved, and it was because of this track that i payed for this c.d. It was upsetting to find that this c.d. contained every song from the game except for the one that influenced me to buy it in the first place.",happy yet dissapointed i was amost completely happy with this soundtrack what upsets me is that there was on particular track from the game that i loved and it was because of this track that i payed for this c d it was upsetting to find that this c d contained every song from the game except for the one that influenced me to buy it in the first place,2
1,"Thankful? For What?: Boring, trite, bland, unoriginal, screamfest are some words that came to mind when I heard this album. Kelly has one good song on this album, Miss Independent (written by Christina Aguilera), but that will be her only hit from this album. The rest of the album is boring and bland. Kelly should utilize her voice and make the song special instead of screaming every note she possibly can, but than again, with songs this stupid, she doesn't have much to work with. Kelly is way too homely. She doesn't have what it takes to be a star. Her voice is average to say the least. Her 15 minutes of fame will be up soon and from the looks of her movie with Justin Guarini that flopped horribly, it looks to be that way. Good riddens.",thankful for what boring trite bland unoriginal screamfest are some words that came to mind when i heard this album kelly has one good song on this album miss independent written by christina aguilera but that will be her only hit from this album the rest of the album is boring and bland kelly should utilize her voice and make the song special instead of screaming every note she possibly can but than again with songs this stupid she doesn t have much to work with kelly is way too homely she doesn t have what it takes to be a star her voice is average to say the least her 15 minutes of fame will be up soon and from the looks of her movie with justin guarini that flopped horribly it looks to be that way good riddens,1
2,"You're the one that I love...ooh, ooh, ooh!: My favorite feel good musical ever!! I have seen this movie about 12 times and I never get tired of singing along (I even bought the soundtrack!). The music, the sweet story line, and the nostalgia all make this a terific, uplifting movie. It's also funny to watch the stars of the film and think about everything they've done since Grease.Ah, life was so much simpler at Rydell High...",you re the one that i love ooh ooh ooh my favorite feel good musical ever i have seen this movie about 12 times and i never get tired of singing along i even bought the soundtrack the music the sweet story line and the nostalgia all make this a terific uplifting movie it s also funny to watch the stars of the film and think about everything they ve done since grease ah life was so much simpler at rydell high,2
2,Takers and Leavers a Continuum: Marquez transfers you through the words and thoughts of the Buendia family of the development of a primal foraging community to a community self involved in taking and developing a new world order with man at the center.,takers and leavers a continuum marquez transfers you through the words and thoughts of the buendia family of the development of a primal foraging community to a community self involved in taking and developing a new world order with man at the center,2
2,"Great, loved it: I am not a big book reader but THIS book held my interest at all times. Living in Albuquerque, NM it was exciting to read the names of restaurants, different locations, things that happen here in New Mexico and know exactly where they were and what it was about. As for the book, the authors did a great job capturing the essence of La Familia. The characters are so different and unique in their own way. A suspenseful mystery to the very end. Can't wait for the next one.",great loved it i am not a big book reader but this book held my interest at all times living in albuquerque nm it was exciting to read the names of restaurants different locations things that happen here in new mexico and know exactly where they were and what it was about as for the book the authors did a great job capturing the essence of la familia the characters are so different and unique in their own way a suspenseful mystery to the very end can t wait for the next one,2
1,"Could not finish: I was not expecting this to be great literature or anything, but I at least thought it might be a breezy, fun summer read. I was wrong. This book is SO tedious. I found myself skipping entire sections, hoping that the story would pick up. It never did, and I finally put it down around page 50 or so. Powell is just not a good writer at all. Blogging about dinner is probably right up her alley as a writer. I saw the movie which was thankfully much, much better. The movie took out all the parts of the book that just didn't do anything for me, like her brother ""Heathcliff"" and her dad's birthday dinner. As a reader, you wonder why she includes all that stuff. It just seemed like ""filler"" to me.",could not finish i was not expecting this to be great literature or anything but i at least thought it might be a breezy fun summer read i was wrong this book is so tedious i found myself skipping entire sections hoping that the story would pick up it never did and i finally put it down around page 50 or so powell is just not a good writer at all blogging about dinner is probably right up her alley as a writer i saw the movie which was thankfully much much better the movie took out all the parts of the book that just didn t do anything for me like her brother heathcliff and her dad s birthday dinner as a reader you wonder why she includes all that stuff it just seemed like filler to me,1
1,"WHO THREW THAT CHAIR ONTO THE SET?: I watched this when it came out, and have returned to it years later.And how different it seems in retrospect.The acting is wooden - it's as if someone threw a chair onto the set. There are some good performances but in the main the order of the day is clipped upper class Englishness with warmth and humanity drained away. All very sterile.The writing and dialogue is at times painful, stilted and unreal, with the delivery of lines from the actors forced and almost alien.Some other strange stuff too: the uncle liked little girls (in a sexual way)and this was shrugged off as mild eccentricity. How times have changed since the 1990s !What is good about this series is the historical references and the depiction and sense of the war years.Well worth watching but not the greatest piece of drama.",who threw that chair onto the set i watched this when it came out and have returned to it years later and how different it seems in retrospect the acting is wooden it s as if someone threw a chair onto the set there are some good performances but in the main the order of the day is clipped upper class englishness with warmth and humanity drained away all very sterile the writing and dialogue is at times painful stilted and unreal with the delivery of lines from the actors forced and almost alien some other strange stuff too the uncle liked little girls in a sexual way and this was shrugged off as mild eccentricity how times have changed since the 1990s what is good about this series is the historical references and the depiction and sense of the war years well worth watching but not the greatest piece of drama,1
1,"WAY OFF ON HOW WIDESPREAD THIS STORM REALLY WAS: THIS BOOK MISSES ONE IMPORTANT FACT. HURRICANE KATRINA DIDN'T STOP IN BILOXI/GULFPORT MISSISSIPPI, BUT ALSO INCLUDED CITIES FURTHER EAST THAT NEVER RECEIVED MENTION BUT FARED JUST AS BAD IF NOT WORSE THAN GULFPORT OR BILOXI. THIS INCLUDES THE CITIES OF OCEAN SPRINGS, GAUTIER, PASCAGOULA IN MISSISSIPPI AND AS FAR EAST AS MOBILE ALABAMA. IF TIME IS GOING TO PRESENT AN ACCURATE ACCOUNT OF HURRICANE AS SUCH IT DESERVES I WOULD THINK THEY COULD AT LEAST DO ENOUGH RESEARCH TO FIND OUT ABOUT THESE CITIES AND INCLUDE THEM IN THEIR BOOK. MAYBE IT IS BECAUSE THESE CITIES ARE SO SMALL THEY FIGURE WHY BOTHER. AND MAYBE THAT IS WHY IT TOOK SO LONG FOR THESE SAME CITIES TO RECEIVE AID AFTER THE DEVESTATION CAUSED BY HURRICANE KATRINA. WHATEVER THE CASE, THIS BOOK MISSES THE WHOLE POINT.",way off on how widespread this storm really was this book misses one important fact hurricane katrina didn t stop in biloxi gulfport mississippi but also included cities further east that never received mention but fared just as bad if not worse than gulfport or biloxi this includes the cities of ocean springs gautier pascagoula in mississippi and as far east as mobile alabama if time is going to present an accurate account of hurricane as such it deserves i would think they could at least do enough research to find out about these cities and include them in their book maybe it is because these cities are so small they figure why bother and maybe that is why it took so long for these same cities to receive aid after the devestation caused by hurricane katrina whatever the case this book misses the whole point,1
1,"Horrible toy!: I should have went by the reviews on this, but i didn't because my 2 boys (triplets) wanted this so bad I bought 2 of them.. They haven't even looked at them since X-mas... The fell apart and everything that was written about them was %100 TRUE! next time i make sure my decsion is based on the reviews.. What a waste of Money! they were $39.99 each at the time of my purchase. anyway i would not reccomend this toy at all.",horrible toy i should have went by the reviews on this but i didn t because my 2 boys triplets wanted this so bad i bought 2 of them they haven t even looked at them since x mas the fell apart and everything that was written about them was 100 true next time i make sure my decsion is based on the reviews what a waste of money they were 39 99 each at the time of my purchase anyway i would not reccomend this toy at all,1
1,"I just can't stand it!: I loved Middlemarch so thought I would continue an effort to read ""great books"" with Mill on the Floss. I'm almost to the end and am considering abandoning the effort. What began as charming and amazing has become an incessant drone of intentional unhappiness and misery. I've lost all patience with the novel and its characters. Reader, beware. If I drew a graph chart, it would start high, then dive downward with only infrequent, tiny pulses upward.",i just can t stand it i loved middlemarch so thought i would continue an effort to read great books with mill on the floss i m almost to the end and am considering abandoning the effort what began as charming and amazing has become an incessant drone of intentional unhappiness and misery i ve lost all patience with the novel and its characters reader beware if i drew a graph chart it would start high then dive downward with only infrequent tiny pulses upward,1
2,"Regular 'ol Charger: Plain old charger that comes with the sd870is that I forgot the charger for when I went home for Christmas. Works just fine.The only thing that I can complain about is Amazon's shipping; I ordered it with 2-day shipping and since I ordered it the tracking said that it would arrive Dec. 22nd. Well, the 22nd came and went, then when I checked the tracking it said that it was on time and would arrive the 23rd. Wait, if it was on time then it would have arrived the 22nd...? OK... Thanks Amazon, so much for 2-day shipping...",regular ol charger plain old charger that comes with the sd870is that i forgot the charger for when i went home for christmas works just fine the only thing that i can complain about is amazon s shipping i ordered it with 2 day shipping and since i ordered it the tracking said that it would arrive dec 22nd well the 22nd came and went then when i checked the tracking it said that it was on time and would arrive the 23rd wait if it was on time then it would have arrived the 22nd ok thanks amazon so much for 2 day shipping,2
2,"MASTERFUL WRITING 10/10: AUTUMN, THE CITY, takes us back to the City in AUTUMN and introduces us to not only new characters but explains the outbreak from their perspective. Cleverly done by MR MOODY, is the fact that this novel runs parallel to the first.The realism is still there, the believable characters and devoid of gratuitous violence that some novels seem to revel in, the psychological horror is far more realistic. Moody is fast becoming one of the genres rising stars and this novel will not disappoint.Cannot wait to read the third instalment.AutumnAutumn: PurificationDog BloodHater",masterful writing 10 10 autumn the city takes us back to the city in autumn and introduces us to not only new characters but explains the outbreak from their perspective cleverly done by mr moody is the fact that this novel runs parallel to the first the realism is still there the believable characters and devoid of gratuitous violence that some novels seem to revel in the psychological horror is far more realistic moody is fast becoming one of the genres rising stars and this novel will not disappoint cannot wait to read the third instalment autumnautumn purificationdog bloodhater,2
2,excellent: this book was very well done. i have bpd and i found myself crying through most of it. i couldn't put the book down.,excellent this book was very well done i have bpd and i found myself crying through most of it i couldn t put the book down,2
1,"Childrens Humor Not Suitable For Children.: I want to say first that I am an Adam Sandler fan. I loved him on SNL, I have enjoyed him in everything from ""Billy Madison"" to ""Punch-Drunk Love"". So with that in mind, I had high hopes for ""Eight Crazy Nights"". To say it was a let down would be an understatement. This is one of the worst movies I have seen in recent memory.The only thing remotely close funny is the old man named Whitey. He has a few lines that might warrant a slight chuckle. Sandler's Davey Stone character is so annoying, you will probably be tempted to turn off the movie within the first 10 minutes. If you don't, you'll be treated to jokes about hairy butts, a woman with three breasts, a man eating a jock strap and deer licking frozen feces. Sounds appealing, doesn't it?I am sure some diehard Sandler fans think this is funny, but I don't. Hopefully his first animated movie will be his last.",childrens humor not suitable for children i want to say first that i am an adam sandler fan i loved him on snl i have enjoyed him in everything from billy madison to punch drunk love so with that in mind i had high hopes for eight crazy nights to say it was a let down would be an understatement this is one of the worst movies i have seen in recent memory the only thing remotely close funny is the old man named whitey he has a few lines that might warrant a slight chuckle sandler s davey stone character is so annoying you will probably be tempted to turn off the movie within the first 10 minutes if you don t you ll be treated to jokes about hairy butts a woman with three breasts a man eating a jock strap and deer licking frozen feces sounds appealing doesn t it i am sure some diehard sandler fans think this is funny but i don t hopefully his first animated movie will be his last,1
2,"I love this album: It took me a while to get sue to some of the in between tracks like Loose rap, Extra Smooth, but I love this whole album. I Can Be jams. Aaliyah was not the stongest vocalist, but she was multi-talented. Had she lived long enough to really promote the album and do more videos, artist that came up after her passing like Alicia, Beyonce as a solo artist, and Ashanti would have really had to be on top of their game.",i love this album it took me a while to get sue to some of the in between tracks like loose rap extra smooth but i love this whole album i can be jams aaliyah was not the stongest vocalist but she was multi talented had she lived long enough to really promote the album and do more videos artist that came up after her passing like alicia beyonce as a solo artist and ashanti would have really had to be on top of their game,2
1,"It really had potential, but....: Although I am an avid Anne Rice fan, I initially bought this book because the back cover proclaimed it to be ""the modern Story of O"". Since Story of O is one of my favorite books in the genre of erotica, I just had to buy it, but then it seems that such sweeping claims hardly ever turn out to be true.... The book starts out strong, with intensely erotic scenes focusing on Lisa and Eliot and the beginnings of an interesting love story, but as the book progresses the characters seemed to become less and less realistic: by the time I finished it, I felt extremely unsatisfied. If you're an Anne Rice fan, this is a good book to read, if just to see how she fares in a genre other than horror, but overall there's much better erotica out there, and this book definitely does not live up to its claim of being as good as the Story of O.",it really had potential but although i am an avid anne rice fan i initially bought this book because the back cover proclaimed it to be the modern story of o since story of o is one of my favorite books in the genre of erotica i just had to buy it but then it seems that such sweeping claims hardly ever turn out to be true the book starts out strong with intensely erotic scenes focusing on lisa and eliot and the beginnings of an interesting love story but as the book progresses the characters seemed to become less and less realistic by the time i finished it i felt extremely unsatisfied if you re an anne rice fan this is a good book to read if just to see how she fares in a genre other than horror but overall there s much better erotica out there and this book definitely does not live up to its claim of being as good as the story of o,1
2,"HD Movies in best format: REALLY great extras on this movie, beautiful quality. Got this on a buy 1 for $20 get one free. Was an AWESOME deal. I HATE Warner Bros. for abandoning the BEST HD movie format HD-DVD. Great movie great price",hd movies in best format really great extras on this movie beautiful quality got this on a buy 1 for 20 get one free was an awesome deal i hate warner bros for abandoning the best hd movie format hd dvd great movie great price,2
2,"hunting fishing trivia game: My kids played this game when it first came out when they were teenagers. I have just bought another one for one of my sons who wanted it for his sons. Very enjoyable if you like hunting, fishing and camping.",hunting fishing trivia game my kids played this game when it first came out when they were teenagers i have just bought another one for one of my sons who wanted it for his sons very enjoyable if you like hunting fishing and camping,2
1,"no me gusta la terminacion: este producto parece en pantalla de mayor calidad pero cuando las ves te das cuenta que el material se ve y es malo, ademas el taco es una madera tan mala que va sediendo con el uso. no de gustaron para nada.",no me gusta la terminacion este producto parece en pantalla de mayor calidad pero cuando las ves te das cuenta que el material se ve y es malo ademas el taco es una madera tan mala que va sediendo con el uso no de gustaron para nada,1
2,"Operation Sorespot: This is a fictional account of a true event in history, but it is loaded with factual imformation. If you enjoy reading conspiracy theories you will love this book. The questions raised in the book are quite interesting. The reader should have fun trying to separate the fictional events from the factual ones. Many have described it as a real page-turner.",operation sorespot this is a fictional account of a true event in history but it is loaded with factual imformation if you enjoy reading conspiracy theories you will love this book the questions raised in the book are quite interesting the reader should have fun trying to separate the fictional events from the factual ones many have described it as a real page turner,2
1,"junk: They say it works for infants, but without having to rig something to get it reclined enough, it doesn't. Yeah, some other reviewers mentioned that you can put something under it to recline it more, but the point is that you shouldn't have to.Don't buy this garbage.",junk they say it works for infants but without having to rig something to get it reclined enough it doesn t yeah some other reviewers mentioned that you can put something under it to recline it more but the point is that you shouldn t have to don t buy this garbage,1
1,"Unreliable Product: Bought this product in June 2008, and had good service from it...until September 2009. The unit refused to come on with the remote or manually. Pulling out and reinserting the power plug resulted in the unit coming on, which allowed me to get all but 1 of my CD's out. The unit, however, will not play the CD that has remained inside. I expected a better product from Onkyo, but this has definitely been a bug disappointment. I certainly would not recommend this product. Heed this warning, and those from the other reviewers who had problems with it. I should have paid attention to the poor reviews, but instead, I took a chance and got a product for < $150, to use for 15 months...Works out to roughly $10/month rental of an Onkyo DXC390",unreliable product bought this product in june 2008 and had good service from it until september 2009 the unit refused to come on with the remote or manually pulling out and reinserting the power plug resulted in the unit coming on which allowed me to get all but 1 of my cd s out the unit however will not play the cd that has remained inside i expected a better product from onkyo but this has definitely been a bug disappointment i certainly would not recommend this product heed this warning and those from the other reviewers who had problems with it i should have paid attention to the poor reviews but instead i took a chance and got a product for 150 to use for 15 months works out to roughly 10 month rental of an onkyo dxc390,1
2,"Best zester I've ever had.: My whole life, I've always used a sort of grating tool made for zesting. However, this zester completely beats that tool by a long shot! It's less messy (if at all, really) and you're less likely to get the sour white rind of oranges/limes/lemons. AND it's must faster and very practical. A must-have for any kitchen!",best zester i ve ever had my whole life i ve always used a sort of grating tool made for zesting however this zester completely beats that tool by a long shot it s less messy if at all really and you re less likely to get the sour white rind of oranges limes lemons and it s must faster and very practical a must have for any kitchen,2
1,"Another disapointment: All MC5 fans are hoping that a concert as clean as ""Jams"" will someday surface. (W're also hoping that Electra will release the complete ""Jams"" sessions!) But this CD is just another collection of non-soundboard live recordings. Not too listenible and even less entertaining. So far the only postumous MC5 CDs worth picking up are ""Babes In Arms"", ""Thunder Express"" and ""Big Bang"".(MC5 fans should sniff out Rob Tyner's incredible solo swan song ""Bloodbrothers""!)",another disapointment all mc5 fans are hoping that a concert as clean as jams will someday surface w re also hoping that electra will release the complete jams sessions but this cd is just another collection of non soundboard live recordings not too listenible and even less entertaining so far the only postumous mc5 cds worth picking up are babes in arms thunder express and big bang mc5 fans should sniff out rob tyner s incredible solo swan song bloodbrothers,1
1,"Very lackluster: I was very excited about this game and while it was neat to finally be able to run around and ""transform and roll out"" thegame play itself is a major disappointment. It's a essentially a shooter game with some amazing graphics. The controls are awful and the gameplay repetetive. I'm a life long Transformers fan and this game really disappointed.",very lackluster i was very excited about this game and while it was neat to finally be able to run around and transform and roll out thegame play itself is a major disappointment it s a essentially a shooter game with some amazing graphics the controls are awful and the gameplay repetetive i m a life long transformers fan and this game really disappointed,1
1,BIND QUALITY IS POOR.: One thing that really irks me about this book and all of theOsborne Tips and Tricks books that I've purchased: the bind qulity isquite poor. The pages are falling out after the first week. END,bind quality is poor one thing that really irks me about this book and all of theosborne tips and tricks books that i ve purchased the bind qulity isquite poor the pages are falling out after the first week end,1
2,"One hell of a twisted movie!: THE STORY: [The story summery is going to be short because I don't want to spoil anything.] 5 teens get stranded when their car runs out of gas. Little by little they are hunted by Leatherface, a cannibal weilding a chainsaw.MY THOUGHTS: A very sick and twisted movie, TCM is quite scary. It acts like a documentary and that adds depth to it. The movie looks really good in widescreen, and the DVD picture quality makes it more detailed and greusome. I once went to a haunted corn-maze where Leatherface and Michael Myers chased me. It scared me so bad I BEGGED to get out. The people who got chased in the movie probably felt the same way, too! :-)",one hell of a twisted movie the story the story summery is going to be short because i don t want to spoil anything 5 teens get stranded when their car runs out of gas little by little they are hunted by leatherface a cannibal weilding a chainsaw my thoughts a very sick and twisted movie tcm is quite scary it acts like a documentary and that adds depth to it the movie looks really good in widescreen and the dvd picture quality makes it more detailed and greusome i once went to a haunted corn maze where leatherface and michael myers chased me it scared me so bad i begged to get out the people who got chased in the movie probably felt the same way too,2
1,"Save your money!: Even a rental fee is a waste of money with this video. If you insist on seeing it to perhaps quench your curiosity, wait until it comes on one of the cable channels. A senseless, inconsistent tale of a nerdish male searching for his long-lost high school sweetheart with a lot of tasteless, adult humor thrown in. I hope the key players in this film eventually land decent movie roles in the future that add some kind of distinction to their careers.",save your money even a rental fee is a waste of money with this video if you insist on seeing it to perhaps quench your curiosity wait until it comes on one of the cable channels a senseless inconsistent tale of a nerdish male searching for his long lost high school sweetheart with a lot of tasteless adult humor thrown in i hope the key players in this film eventually land decent movie roles in the future that add some kind of distinction to their careers,1
2,"HP LJ 1020 Printer: This is a good printer for the money; however, the print is not as sharp as I would like. Of course, I was used to the old HP LaserJet 4Plus that I had for years with crisp print.",hp lj 1020 printer this is a good printer for the money however the print is not as sharp as i would like of course i was used to the old hp laserjet 4plus that i had for years with crisp print,2
1,It was a really bad movie.: It wa jjhjhgj;lgkkkkhlkjgpouyijoikjjihioyuoiytiouyitoyitoyityoitruyoituytoihuyjitohjoituytioyuitoryuityuotiyhituyoituyiotuytoiryuti8ew9tiwoetiuiewortuoiuwoiuiueeoioitupwetoiue86tu8rti0rugiojuieo68958ut8igourioutiuter...displayed in yugoslavian,it was a really bad movie it wa jjhjhgj lgkkkkhlkjgpouyijoikjjihioyuoiytiouyitoyitoyityoitruyoituytoihuyjitohjoituytioyuitoryuityuotiyhituyoituyiotuytoiryuti8ew9tiwoetiuiewortuoiuwoiuiueeoioitupwetoiue86tu8rti0rugiojuieo68958ut8igourioutiuter displayed in yugoslavian,1
2,"What do you mean the Germans make talkies?: When this book came out in the 1980's it was a shocker to realize that Germany is still going strong with movie making. Probably a lot of your favorites came out after this book was published. However the movies in the book are worth scrutinizing as a part of ""The New German Cinema""From the back cover:In this, the first book to examine the New German Cinema as a whole, John Sandford provides a film-by film study of these seven directors [Rainer Werner Fassbinder, Werner Herzog, Wim Wenders, Hans-Jurgen Syberberg, Jean-Marie Straub, Alexander Kluge, and Volker Schlondorff], locating their achievements within a frame of developments in television, drama, documentaries, and the political history of contemporary Germany itself.What drew my attention to this book was the picture of Klaus Kinski from ""Aguirre, the Wrath of God"" (1972)and there is a great section on this film in the book.Aguirre, the Wrath of God",what do you mean the germans make talkies when this book came out in the 1980 s it was a shocker to realize that germany is still going strong with movie making probably a lot of your favorites came out after this book was published however the movies in the book are worth scrutinizing as a part of the new german cinema from the back cover in this the first book to examine the new german cinema as a whole john sandford provides a film by film study of these seven directors rainer werner fassbinder werner herzog wim wenders hans jurgen syberberg jean marie straub alexander kluge and volker schlondorff locating their achievements within a frame of developments in television drama documentaries and the political history of contemporary germany itself what drew my attention to this book was the picture of klaus kinski from aguirre the wrath of god 1972 and there is a great section on this film in the book aguirre the wrath of god,2
1,"Is Jean Auel still alive?: I just read about 80 negative reviews of SoS and agree with most of them .... but not many people seem to wonder who actually wrote the book. A diligent secretary who cut and pasted, a diligent fact-finder, plus someone to spead the stuff out for 700 pages? I can hardly believe Auel herself wrote this incredibly dreary tale. It took me 4 months to wade through, using it to cure insomnia...has Jean Auel had a stroke or something and noone told us?",is jean auel still alive i just read about 80 negative reviews of sos and agree with most of them but not many people seem to wonder who actually wrote the book a diligent secretary who cut and pasted a diligent fact finder plus someone to spead the stuff out for 700 pages i can hardly believe auel herself wrote this incredibly dreary tale it took me 4 months to wade through using it to cure insomnia has jean auel had a stroke or something and noone told us,1
2,"Early TV crime series: This series was made on a very low budget, so the sets are cheap and the stories are performed by the same small group of actors who appear in every episode. This adds to the charm of the DVD set - seeing the chap, who in the previous story wore glasses and played a lawyer, don a moustache in this show to play a hoodlum.At the end of each story, Craig Kennedy turns to camera and acknowledges the presence of the viewer. A corny gimmick, but nice to see.The picture quality on this DVD set is excellent. And, as an extra, we get one episode of a 1936 Craig Kennedy movie serial.",early tv crime series this series was made on a very low budget so the sets are cheap and the stories are performed by the same small group of actors who appear in every episode this adds to the charm of the dvd set seeing the chap who in the previous story wore glasses and played a lawyer don a moustache in this show to play a hoodlum at the end of each story craig kennedy turns to camera and acknowledges the presence of the viewer a corny gimmick but nice to see the picture quality on this dvd set is excellent and as an extra we get one episode of a 1936 craig kennedy movie serial,2
2,"Best tai chi book available: Bill Douglas' splendid book on Tai Chi is above all the others, in a class by itself. I have studied about 20 tai chi books here locally and while all are good, none compare with his. I love this book and recommend it wholeheartedly.",best tai chi book available bill douglas splendid book on tai chi is above all the others in a class by itself i have studied about 20 tai chi books here locally and while all are good none compare with his i love this book and recommend it wholeheartedly,2
1,"Died too soon: I purchased my Keurig 3 years ago as well as one for friends as a gift. Both machines broke within a month of each other with same problem. I am so incredibly disappointed. I loved this machine! It is great while it lasts. But beware, it is not built to last long term. Like other reviewers mentioned, Keurig offered to sell me another at $79. My friend I gave it to was much luckier; they actually replaced hers even though it was out of warranty.",died too soon i purchased my keurig 3 years ago as well as one for friends as a gift both machines broke within a month of each other with same problem i am so incredibly disappointed i loved this machine it is great while it lasts but beware it is not built to last long term like other reviewers mentioned keurig offered to sell me another at 79 my friend i gave it to was much luckier they actually replaced hers even though it was out of warranty,1
1,BAD!!!: This is by far the worst texas chainsaw massacre movie ever. The all of the older ones are. If you want a good one get the 2003 Texas Chainsaw Massacre with Jessica Biel (4 1/2 star). It has the thrill and sort of a love story to go along with it.,bad this is by far the worst texas chainsaw massacre movie ever the all of the older ones are if you want a good one get the 2003 texas chainsaw massacre with jessica biel 4 1 2 star it has the thrill and sort of a love story to go along with it,1
2,"Best Show: I love this show, It's might favorite! Love seeing the new episodes but still continue to watch past episodes, they never get old.",best show i love this show it s might favorite love seeing the new episodes but still continue to watch past episodes they never get old,2
2,Support a Good Cause: Just a reminder that proceeds from the sale of this video still go to the Robin Hood Relief Fund.,support a good cause just a reminder that proceeds from the sale of this video still go to the robin hood relief fund,2
2,"Star Trek forever!: This movie has become a classic and it's one of my favorites of the series. Many people say there was too much music but I thought it really added to the depth and mystery of the film. I love the deleted scenes and I believe the plot was excellent. All Trekies must have this film or you are NOT a Star Trek fan...Scotty says: Intermix set rich, impulse power at your discretion. Kirk says: Mr. Sulu, take us out, ahead warp .5",star trek forever this movie has become a classic and it s one of my favorites of the series many people say there was too much music but i thought it really added to the depth and mystery of the film i love the deleted scenes and i believe the plot was excellent all trekies must have this film or you are not a star trek fan scotty says intermix set rich impulse power at your discretion kirk says mr sulu take us out ahead warp 5,2
2,"A Good Intro to Rushdie: I really enjoyed this collection of stories, and think that the book is a good introduction to Rushdie. I think my favorites in the collection were ""The Prophet's Hair,"" and ""The Courter."" In fact, I think ""The Prophet's Hair,"" was the story which truly reminded me that Rushdie knows how to turn a phrase. While at times there is a certain ambivalence in some stories, I think that is understandable in point of view of Rushdie's own background. It is an attitude that comes from being a product of two cultures and wanting to have claims to both, not just one or the other, as Rushdie so elegantly proclaims at the end of ""The Courter.&quot",a good intro to rushdie i really enjoyed this collection of stories and think that the book is a good introduction to rushdie i think my favorites in the collection were the prophet s hair and the courter in fact i think the prophet s hair was the story which truly reminded me that rushdie knows how to turn a phrase while at times there is a certain ambivalence in some stories i think that is understandable in point of view of rushdie s own background it is an attitude that comes from being a product of two cultures and wanting to have claims to both not just one or the other as rushdie so elegantly proclaims at the end of the courter quot,2
1,"disapointment in Belgistan: After purchasing the first in this series of DVDs, I was eagerly awaiting the next one in the series. However I was disapointed in this vid. Their were less episodes on this disk than the first one and fewer extras. I will admit that the story is still excellent, although frustrating at times, and the animation is superb. ... I would rather buy the Robotech legacy DVD or even Fight Club instead of this vid.Sincerely:David C. Eberhart II",disapointment in belgistan after purchasing the first in this series of dvds i was eagerly awaiting the next one in the series however i was disapointed in this vid their were less episodes on this disk than the first one and fewer extras i will admit that the story is still excellent although frustrating at times and the animation is superb i would rather buy the robotech legacy dvd or even fight club instead of this vid sincerely david c eberhart ii,1
